index,role_noun,role_noun_set,sentence,sentence_format,task_wording,prompt_text
502,server,"['server', 'waitress', 'waiter']",The low point of my restaurant life was working as a room service server in a ritzy hotel.,The low point of my restaurant life was working as a room service [ROLE NOUN] in a ritzy hotel.,simple,The low point of my restaurant life was working as a room service server in a ritzy hotel. I am a
503,server,"['server', 'waitress', 'waiter']",I have laid my cornerstone with an apprenticeship as a cook & server.,I have laid my cornerstone with an apprenticeship as a cook & [ROLE NOUN].,simple,I have laid my cornerstone with an apprenticeship as a cook & server. I am a
504,server,"['server', 'waitress', 'waiter']","As a former restaurant server, I am fascinated by changing service norms.","As a former restaurant [ROLE NOUN], I am fascinated by changing service norms.",simple,"As a former restaurant server, I am fascinated by changing service norms. I am a"
505,server,"['server', 'waitress', 'waiter']",I'm a passionate technologist educated as datatechnican and server/sommelier in Denmark.,I'm a passionate technologist educated as datatechnican and [ROLE NOUN]/sommelier in Denmark.,simple,I'm a passionate technologist educated as datatechnican and server/sommelier in Denmark. I am a
506,server,"['server', 'waitress', 'waiter']","Funny you should ask, Like many people, I worked my way through college as a server.","Funny you should ask, Like many people, I worked my way through college as a [ROLE NOUN].",simple,"Funny you should ask, Like many people, I worked my way through college as a server. I am a"
507,server,"['server', 'waitress', 'waiter']","I’ve been a lifeguard, a server and a flight attendant.","I’ve been a lifeguard, a [ROLE NOUN] and a flight attendant.",simple,"I’ve been a lifeguard, a server and a flight attendant. I am a"
508,server,"['server', 'waitress', 'waiter']",I was working as a server part time and at an insurance company part time.,I was working as a [ROLE NOUN] part time and at an insurance company part time.,simple,I was working as a server part time and at an insurance company part time. I am a
509,server,"['server', 'waitress', 'waiter']","Also worked, like most of us, as a cleaner and a server at some point in my life.","Also worked, like most of us, as a cleaner and a [ROLE NOUN] at some point in my life.",simple,"Also worked, like most of us, as a cleaner and a server at some point in my life. I am a"
510,server,"['server', 'waitress', 'waiter']","I’ve been a Waffle House server, a boxing manager, a hotel housekeeper, and a telemarketer, and I have an associate producer credit.","I’ve been a Waffle House [ROLE NOUN], a boxing manager, a hotel housekeeper, and a telemarketer, and I have an associate producer credit.",simple,"I’ve been a Waffle House server, a boxing manager, a hotel housekeeper, and a telemarketer, and I have an associate producer credit. I am a"
511,server,"['server', 'waitress', 'waiter']","I bought another six months of school, got my visa extended and began working as a server.","I bought another six months of school, got my visa extended and began working as a [ROLE NOUN].",simple,"I bought another six months of school, got my visa extended and began working as a server. I am a"
512,server,"['server', 'waitress', 'waiter']","I got myself a job as a server, and within a few months, alcohol and marijuana abuse became a part of my daily life.","I got myself a job as a [ROLE NOUN], and within a few months, alcohol and marijuana abuse became a part of my daily life.",simple,"I got myself a job as a server, and within a few months, alcohol and marijuana abuse became a part of my daily life. I am a"
513,server,"['server', 'waitress', 'waiter']","After graduation in 1979, I began working sporadically as a part time freelance artist (and a part time server) for various small businesses and private portrait clients.","After graduation in 1979, I began working sporadically as a part time freelance artist (and a part time [ROLE NOUN]) for various small businesses and private portrait clients.",simple,"After graduation in 1979, I began working sporadically as a part time freelance artist (and a part time server) for various small businesses and private portrait clients. I am a"
514,meteorologist,"['meteorologist', 'weatherwoman', 'weatherman']",Actually once I almost became a meteorologist in one of the polish TV stations.,Actually once I almost became a [ROLE NOUN] in one of the polish TV stations.,simple,Actually once I almost became a meteorologist in one of the polish TV stations. I am a
515,meteorologist,"['meteorologist', 'weatherwoman', 'weatherman']","Now TV wasn’t ever a field I thought I would be a part of, but here was my chance to be a meteorologist…something I had always wanted to be.","Now TV wasn’t ever a field I thought I would be a part of, but here was my chance to be a [ROLE NOUN]…something I had always wanted to be.",simple,"Now TV wasn’t ever a field I thought I would be a part of, but here was my chance to be a meteorologist…something I had always wanted to be. I am a"
516,meteorologist,"['meteorologist', 'weatherwoman', 'weatherman']","From the very first time I crawled under my bed to hide from a thunderstorm, I knew exactly what I wanted to be - a broadcast meteorologist.","From the very first time I crawled under my bed to hide from a thunderstorm, I knew exactly what I wanted to be - a broadcast [ROLE NOUN].",simple,"From the very first time I crawled under my bed to hide from a thunderstorm, I knew exactly what I wanted to be - a broadcast meteorologist. I am a"
517,meteorologist,"['meteorologist', 'weatherwoman', 'weatherman']","For more than 20 years, I have been blessed to be your meteorologist.","For more than 20 years, I have been blessed to be your [ROLE NOUN].",simple,"For more than 20 years, I have been blessed to be your meteorologist. I am a"
518,meteorologist,"['meteorologist', 'weatherwoman', 'weatherman']","I went to college at the University of Florida, and after graduation I thought I’d become a meteorologist.","I went to college at the University of Florida, and after graduation I thought I’d become a [ROLE NOUN].",simple,"I went to college at the University of Florida, and after graduation I thought I’d become a meteorologist. I am a"
519,wingperson,"['wingperson', 'wingwoman', 'wingman']","Buy me equivalent of lunch once a month, and I'll be your wingperson through this jargon-filled world. 🙌️","Buy me equivalent of lunch once a month, and I'll be your [ROLE NOUN] through this jargon-filled world. 🙌️",simple,"Buy me equivalent of lunch once a month, and I'll be your wingperson through this jargon-filled world. 🙌️ I am a"
520,wingperson,"['wingperson', 'wingwoman', 'wingman']","This was the start of my passion for being a wingperson for small businesses, though I wasn't quite sure exactly how to help back then.","This was the start of my passion for being a [ROLE NOUN] for small businesses, though I wasn't quite sure exactly how to help back then.",simple,"This was the start of my passion for being a wingperson for small businesses, though I wasn't quite sure exactly how to help back then. I am a"
